"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	11	2953167	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	83	2953167	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	421122	2953167	14260.0
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	19	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	1302	283989	458.5
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	227	1191996	19.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	380	3438991	11.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	416	3653097	11.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	3653097	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	3653097	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	11	3653097	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	1742	3653097	47.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1116	3225936	34.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	3225936	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	3225936	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	37	3225936	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	3225936	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	39	3225936	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	2109	3225936	65.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1018	3909682	26.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	127	3909682	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	51	3909682	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	33	3909682	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	23	3909682	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	311	3909682	8.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	4398	3909682	112.5
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	850	4327374	19.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	185	4327374	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	59	4327374	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	34	4327374	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	4327374	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	840	4327374	19.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	11912	4327374	275.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	341	3515655	9.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	120	3515655	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	34	3515655	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	19	3515655	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	3515655	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	887	3515655	25.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	24094	3515655	685.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	2164412	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	2164412	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	2164412	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	12	2164412	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	460	2164412	21.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	38054	2164412	1758.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	1212977	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	1212977	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	14	1212977	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	191	1212977	15.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	59496	1212977	4905.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	509708	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	10	509708	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	38	509708	7.5
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	74654	509708	14646.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	1513	242186	624.7
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	173	989347	17.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	315	2685368	11.7
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	187	3270534	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	3270534	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	45	3270534	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	1325	3270534	40.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	647	2855091	22.7
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	29	2855091	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	2855091	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	18	2855091	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	2855091	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	66	2855091	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	1698	2855091	59.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	723	3031682	23.8
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	74	3031682	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	266	3031682	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	31	3031682	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	48	3031682	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	233	3031682	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	3741	3031682	123.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	855	3193214	26.8
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	112	3193214	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	184	3193214	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	42	3193214	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	81	3193214	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	586	3193214	18.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	9810	3193214	307.2
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	474	2600195	18.2
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	77	2600195	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	51	2600195	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	20	2600195	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	76	2600195	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	582	2600195	22.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	19425	2600195	747.1
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	68	1679792	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	1679792	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	1679792	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	296	1679792	17.6
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	30909	1679792	1840.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	1123150	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1123150	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	10	1123150	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	117	1123150	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	54757	1123150	4875.3
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	534080	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	39	534080	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	76809	534080	14381.6
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	638	128585	496.2
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	104	538829	19.3
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	195	1559426	12.5
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	120	1876553	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1876553	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	1876553	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	976	1876553	52.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	338	1490538	22.7
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	28	1490538	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	1490538	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	14	1490538	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	22	1490538	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	1118	1490538	75.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	312	1747808	17.9
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	1747808	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	1747808	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	35	1747808	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	1747808	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	132	1747808	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	2127	1747808	121.7
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	283	2003122	14.1
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	2003122	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	31	2003122	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	21	2003122	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	2003122	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	371	2003122	18.5
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	5783	2003122	288.7
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	121	1732401	7.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	63	1732401	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	1732401	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	22	1732401	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	474	1732401	27.4
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	11696	1732401	675.1
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	1097154	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1097154	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	10	1097154	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	314	1097154	28.6
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	19222	1097154	1752.0
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	617146	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	617146	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Vermont"	"50"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	127	617146	20.6
